,Name,Unit,Year,N,Mean_Value,Characteristic,Description
6279,o-Chlorotoluene,,2003,4,1,o-Chlorotoluene,Poison
6280,o-Chlorotoluene,,2004,2,1,o-Chlorotoluene,Poison
6281,o-Chlorotoluene,,2006,1,1,o-Chlorotoluene,Poison
6282,o-Chlorotoluene,,2007,3,1,o-Chlorotoluene,Poison
6283,o-Chlorotoluene,,2008,14,1,o-Chlorotoluene,Poison
6284,o-Chlorotoluene,,2010,1,1,o-Chlorotoluene,Poison
6285,o-Chlorotoluene,,2011,1,1,o-Chlorotoluene,Poison
6286,o-Chlorotoluene,ug/l,1990,1,1,o-Chlorotoluene,Poison
6287,o-Chlorotoluene,ug/l,1991,4,1,o-Chlorotoluene,Poison
6288,o-Chlorotoluene,ug/l,1993,2,1,o-Chlorotoluene,Poison
6289,o-Chlorotoluene,ug/l,1995,1,1,o-Chlorotoluene,Poison
6290,o-Chlorotoluene,ug/l,2007,1,1,o-Chlorotoluene,Poison
6291,o-Chlorotoluene,ug/l,2008,1,1,o-Chlorotoluene,Poison
6292,o-Chlorotoluene,ug/l,2012,1,1,o-Chlorotoluene,Poison
6293,o-Cresol,mg/l,2002,1,1,o-Cresol,Poison
6294,o-Cresol,ug/l,1990,4,1,o-Cresol,Poison
6295,o-Cresol,ug/l,1992,1,1,o-Cresol,Poison
6296,o-Cresol,ug/l,1994,1,1,o-Cresol,Poison
6297,o-Cresol,ug/l,1995,6,1,o-Cresol,Poison
6298,o-Cresol,ug/l,1996,7,1,o-Cresol,Poison
6299,o-Cresol,ug/l,1997,9,1,o-Cresol,Poison
6300,o-Cresol,ug/l,1998,13,1,o-Cresol,Poison
6301,o-Cresol,ug/l,1999,19,1,o-Cresol,Poison
6302,o-Cresol,ug/l,2000,16,1,o-Cresol,Poison
6303,o-Cresol,ug/l,2001,6,1,o-Cresol,Poison
6304,o-Cresol,ug/l,2002,6,1,o-Cresol,Poison
6305,o-Cresol,ug/l,2006,1,1,o-Cresol,Poison
6306,o-Cresol,ug/l,2007,1,1,o-Cresol,Poison
6307,o-Cresol,ug/l,2008,1,1,o-Cresol,Poison
6308,o-Dichlorobenzene,,1989,5,1,o-Dichlorobenzene,Poison
6309,o-Dichlorobenzene,,1998,13,1,o-Dichlorobenzene,Poison
6310,o-Dichlorobenzene,,1999,2,1,o-Dichlorobenzene,Poison
6311,o-Dichlorobenzene,,2000,1,1,o-Dichlorobenzene,Poison
6312,o-Dichlorobenzene,,2003,4,1,o-Dichlorobenzene,Poison
6313,o-Dichlorobenzene,,2004,2,1,o-Dichlorobenzene,Poison
6314,o-Dichlorobenzene,,2006,1,1,o-Dichlorobenzene,Poison
6315,o-Dichlorobenzene,,2007,3,1,o-Dichlorobenzene,Poison
6316,o-Dichlorobenzene,,2008,14,1,o-Dichlorobenzene,Poison
6317,o-Dichlorobenzene,,2010,1,1,o-Dichlorobenzene,Poison
6318,o-Dichlorobenzene,,2011,1,1,o-Dichlorobenzene,Poison
6319,o-Dichlorobenzene,,2013,1,1,o-Dichlorobenzene,Poison
6320,o-Dichlorobenzene,,2015,5,1,o-Dichlorobenzene,Poison
6321,o-Dichlorobenzene,,2017,1,1,o-Dichlorobenzene,Poison
6322,o-Dichlorobenzene,mg/l,2002,1,1,o-Dichlorobenzene,Poison
6323,o-Dichlorobenzene,ug/kg,2002,2,1,o-Dichlorobenzene,Poison
6324,o-Dichlorobenzene,ug/l,1990,7,1,o-Dichlorobenzene,Poison
6325,o-Dichlorobenzene,ug/l,1991,4,1,o-Dichlorobenzene,Poison
6326,o-Dichlorobenzene,ug/l,1992,1,1,o-Dichlorobenzene,Poison
6327,o-Dichlorobenzene,ug/l,1993,2,1,o-Dichlorobenzene,Poison
6328,o-Dichlorobenzene,ug/l,1994,1,1,o-Dichlorobenzene,Poison
6329,o-Dichlorobenzene,ug/l,1995,7,1,o-Dichlorobenzene,Poison
6330,o-Dichlorobenzene,ug/l,1996,7,1,o-Dichlorobenzene,Poison
6331,o-Dichlorobenzene,ug/l,1997,9,1,o-Dichlorobenzene,Poison
6332,o-Dichlorobenzene,ug/l,1998,13,1,o-Dichlorobenzene,Poison
6333,o-Dichlorobenzene,ug/l,1999,19,1,o-Dichlorobenzene,Poison
6334,o-Dichlorobenzene,ug/l,2000,15,1,o-Dichlorobenzene,Poison
6335,o-Dichlorobenzene,ug/l,2001,7,1,o-Dichlorobenzene,Poison
6336,o-Dichlorobenzene,ug/l,2002,6,1,o-Dichlorobenzene,Poison
6337,o-Dichlorobenzene,ug/l,2006,1,1,o-Dichlorobenzene,Poison
6338,o-Dichlorobenzene,ug/l,2007,2,1,o-Dichlorobenzene,Poison
6339,o-Dichlorobenzene,ug/l,2008,2,1,o-Dichlorobenzene,Poison
6340,o-Dichlorobenzene,ug/l,2012,1,1,o-Dichlorobenzene,Poison
6357,o-Nitrophenol,,1989,1,1,o-Nitrophenol,Poison
6358,o-Nitrophenol,,2000,1,1,o-Nitrophenol,Poison
6359,o-Nitrophenol,mg/l,2002,1,1,o-Nitrophenol,Poison
6360,o-Nitrophenol,ug/kg,2002,2,1,o-Nitrophenol,Poison
6361,o-Nitrophenol,ug/l,1990,4,1,o-Nitrophenol,Poison
6362,o-Nitrophenol,ug/l,1992,1,1,o-Nitrophenol,Poison
6363,o-Nitrophenol,ug/l,1994,1,1,o-Nitrophenol,Poison
6364,o-Nitrophenol,ug/l,1995,6,1,o-Nitrophenol,Poison
6365,o-Nitrophenol,ug/l,1996,7,1,o-Nitrophenol,Poison
6366,o-Nitrophenol,ug/l,1997,9,1,o-Nitrophenol,Poison
6367,o-Nitrophenol,ug/l,1998,13,1,o-Nitrophenol,Poison
6368,o-Nitrophenol,ug/l,1999,19,1,o-Nitrophenol,Poison
6369,o-Nitrophenol,ug/l,2000,15,1,o-Nitrophenol,Poison
6370,o-Nitrophenol,ug/l,2001,6,1,o-Nitrophenol,Poison
6371,o-Nitrophenol,ug/l,2002,6,1,o-Nitrophenol,Poison
6372,o-Nitrophenol,ug/l,2006,1,1,o-Nitrophenol,Poison
6373,o-Nitrophenol,ug/l,2007,1,1,o-Nitrophenol,Poison
6374,o-Nitrophenol,ug/l,2008,1,1,o-Nitrophenol,Poison
6589,Oryzalin,,1998,13,1,Oryzalin,Poison
6590,Oryzalin,,2007,3,1,Oryzalin,Poison
6591,Oryzalin,,2008,13,1,Oryzalin,Poison
6592,Oryzalin,,2010,1,1,Oryzalin,Poison
6593,Oryzalin,,2013,1,1,Oryzalin,Poison
6594,Oryzalin,,2015,5,1,Oryzalin,Poison
6595,Oryzalin,,2017,1,1,Oryzalin,Poison
6596,Oryzalin,% recovery,2012,4,2888.25,Oryzalin,Poison
6597,Oryzalin,% recovery,2013,2,5188,Oryzalin,Poison
6598,Oryzalin,% recovery,2016,2,14847,Oryzalin,Poison
6599,Oryzalin,ng/l,2010,8,1,Oryzalin,Poison
6600,Oryzalin,ng/l,2012,8,1,Oryzalin,Poison
6601,Oryzalin,ng/l,2013,9,1,Oryzalin,Poison
6602,Oryzalin,ng/l,2014,5,1,Oryzalin,Poison
6603,Oryzalin,ng/l,2015,1,1,Oryzalin,Poison
6604,Oryzalin,ng/l,2016,4,1,Oryzalin,Poison
6605,Oxamyl,,1998,13,1,Oxamyl,Poison
6606,Oxamyl,,2007,2,1,Oxamyl,Poison
6607,Oxamyl,,2008,13,1,Oxamyl,Poison
6608,Oxamyl,,2010,1,1,Oxamyl,Poison
6609,Oxamyl,,2013,1,1,Oxamyl,Poison
6610,Oxamyl,,2015,5,1,Oxamyl,Poison
6611,Oxamyl,,2017,1,1,Oxamyl,Poison
6612,Oxamyl,% recovery,2012,4,8870,Oxamyl,Poison
6613,Oxamyl,% recovery,2013,2,6727.5,Oxamyl,Poison
6614,Oxamyl,% recovery,2016,2,14327.5,Oxamyl,Poison
6615,Oxamyl,ng/l,2010,10,1,Oxamyl,Poison
6616,Oxamyl,ng/l,2012,8,1,Oxamyl,Poison
6617,Oxamyl,ng/l,2013,9,1,Oxamyl,Poison
6618,Oxamyl,ng/l,2014,5,1,Oxamyl,Poison
6619,Oxamyl,ng/l,2015,1,1,Oxamyl,Poison
6620,Oxamyl,ng/l,2016,4,1,Oxamyl,Poison
6621,Oxamyl,ug/l,1991,1,1,Oxamyl,Poison
6622,Oxamyl,ug/l,1992,1,1,Oxamyl,Poison
6623,Oxamyl,ug/l,1999,5,1,Oxamyl,Poison
6624,Oxamyl,ug/l,2000,11,1,Oxamyl,Poison
6625,Oxamyl,ug/l,2012,1,1,Oxamyl,Poison
6685,p-Bromophenyl phenyl ether,mg/l,2002,1,1,p-Bromophenyl phenyl ether,Poison
6686,p-Bromophenyl phenyl ether,ug/kg,2002,2,1,p-Bromophenyl phenyl ether,Poison
6687,p-Bromophenyl phenyl ether,ug/l,1990,4,1,p-Bromophenyl phenyl ether,Poison
6688,p-Bromophenyl phenyl ether,ug/l,1992,1,1,p-Bromophenyl phenyl ether,Poison
6689,p-Bromophenyl phenyl ether,ug/l,1994,1,1,p-Bromophenyl phenyl ether,Poison
6690,p-Bromophenyl phenyl ether,ug/l,1995,6,1,p-Bromophenyl phenyl ether,Poison
6691,p-Bromophenyl phenyl ether,ug/l,1996,7,1,p-Bromophenyl phenyl ether,Poison
6692,p-Bromophenyl phenyl ether,ug/l,1997,9,1,p-Bromophenyl phenyl ether,Poison
6693,p-Bromophenyl phenyl ether,ug/l,1998,13,1,p-Bromophenyl phenyl ether,Poison
6694,p-Bromophenyl phenyl ether,ug/l,1999,19,1,p-Bromophenyl phenyl ether,Poison
6695,p-Bromophenyl phenyl ether,ug/l,2000,16,1,p-Bromophenyl phenyl ether,Poison
6696,p-Bromophenyl phenyl ether,ug/l,2001,6,1,p-Bromophenyl phenyl ether,Poison
6697,p-Bromophenyl phenyl ether,ug/l,2002,6,1,p-Bromophenyl phenyl ether,Poison
6698,p-Bromophenyl phenyl ether,ug/l,2006,1,1,p-Bromophenyl phenyl ether,Poison
6699,p-Bromophenyl phenyl ether,ug/l,2007,1,1,p-Bromophenyl phenyl ether,Poison
6700,p-Bromophenyl phenyl ether,ug/l,2008,1,1,p-Bromophenyl phenyl ether,Poison
6701,p-Chloro-m-cresol,,1989,1,1,p-Chloro-m-cresol,Poison
6702,p-Chloro-m-cresol,,1999,2,1,p-Chloro-m-cresol,Poison
6703,p-Chloro-m-cresol,,2000,1,1,p-Chloro-m-cresol,Poison
6704,p-Chloro-m-cresol,mg/l,2002,1,1,p-Chloro-m-cresol,Poison
6705,p-Chloro-m-cresol,ug/kg,2002,2,1,p-Chloro-m-cresol,Poison
6706,p-Chloro-m-cresol,ug/l,1990,4,1,p-Chloro-m-cresol,Poison
6707,p-Chloro-m-cresol,ug/l,1992,1,1,p-Chloro-m-cresol,Poison
6708,p-Chloro-m-cresol,ug/l,1994,1,1,p-Chloro-m-cresol,Poison
6709,p-Chloro-m-cresol,ug/l,1995,6,1,p-Chloro-m-cresol,Poison
6710,p-Chloro-m-cresol,ug/l,1996,7,1,p-Chloro-m-cresol,Poison
6711,p-Chloro-m-cresol,ug/l,1997,9,1,p-Chloro-m-cresol,Poison
6712,p-Chloro-m-cresol,ug/l,1998,13,1,p-Chloro-m-cresol,Poison
6713,p-Chloro-m-cresol,ug/l,1999,19,1,p-Chloro-m-cresol,Poison
6714,p-Chloro-m-cresol,ug/l,2000,15,1,p-Chloro-m-cresol,Poison
6715,p-Chloro-m-cresol,ug/l,2001,6,1,p-Chloro-m-cresol,Poison
6716,p-Chloro-m-cresol,ug/l,2002,6,1,p-Chloro-m-cresol,Poison
6717,p-Chloro-m-cresol,ug/l,2006,1,1,p-Chloro-m-cresol,Poison
6718,p-Chloro-m-cresol,ug/l,2007,1,1,p-Chloro-m-cresol,Poison
6719,p-Chloro-m-cresol,ug/l,2008,1,1,p-Chloro-m-cresol,Poison
6720,p-Chloroaniline,mg/l,2002,1,1,p-Chloroaniline,Poison
6721,p-Chloroaniline,ug/l,1990,4,1,p-Chloroaniline,Poison
6722,p-Chloroaniline,ug/l,1992,1,1,p-Chloroaniline,Poison
6723,p-Chloroaniline,ug/l,1994,1,1,p-Chloroaniline,Poison
6724,p-Chloroaniline,ug/l,1995,6,1,p-Chloroaniline,Poison
6725,p-Chloroaniline,ug/l,1996,7,1,p-Chloroaniline,Poison
6726,p-Chloroaniline,ug/l,1997,9,1,p-Chloroaniline,Poison
6727,p-Chloroaniline,ug/l,1998,13,1,p-Chloroaniline,Poison
6728,p-Chloroaniline,ug/l,1999,19,1,p-Chloroaniline,Poison
6729,p-Chloroaniline,ug/l,2000,16,1,p-Chloroaniline,Poison
6730,p-Chloroaniline,ug/l,2001,6,1,p-Chloroaniline,Poison
6731,p-Chloroaniline,ug/l,2002,6,1,p-Chloroaniline,Poison
6732,p-Chloroaniline,ug/l,2006,1,1,p-Chloroaniline,Poison
6733,p-Chloroaniline,ug/l,2007,1,1,p-Chloroaniline,Poison
6734,p-Chloroaniline,ug/l,2008,1,1,p-Chloroaniline,Poison
6735,p-Chlorophenyl phenyl ether,,1989,1,1,p-Chlorophenyl phenyl ether,Poison
6736,p-Chlorophenyl phenyl ether,,1999,2,1,p-Chlorophenyl phenyl ether,Poison
6737,p-Chlorophenyl phenyl ether,mg/l,2000,1,1,p-Chlorophenyl phenyl ether,Poison
6738,p-Chlorophenyl phenyl ether,mg/l,2002,1,1,p-Chlorophenyl phenyl ether,Poison
6739,p-Chlorophenyl phenyl ether,ug/kg,2002,2,1,p-Chlorophenyl phenyl ether,Poison
6740,p-Chlorophenyl phenyl ether,ug/l,1990,4,1,p-Chlorophenyl phenyl ether,Poison
6741,p-Chlorophenyl phenyl ether,ug/l,1992,1,1,p-Chlorophenyl phenyl ether,Poison
6742,p-Chlorophenyl phenyl ether,ug/l,1994,1,1,p-Chlorophenyl phenyl ether,Poison
6743,p-Chlorophenyl phenyl ether,ug/l,1995,6,1,p-Chlorophenyl phenyl ether,Poison
6744,p-Chlorophenyl phenyl ether,ug/l,1996,7,1,p-Chlorophenyl phenyl ether,Poison
6745,p-Chlorophenyl phenyl ether,ug/l,1997,9,1,p-Chlorophenyl phenyl ether,Poison
6746,p-Chlorophenyl phenyl ether,ug/l,1998,13,1,p-Chlorophenyl phenyl ether,Poison
6747,p-Chlorophenyl phenyl ether,ug/l,1999,19,1,p-Chlorophenyl phenyl ether,Poison
6748,p-Chlorophenyl phenyl ether,ug/l,2000,15,1,p-Chlorophenyl phenyl ether,Poison
